HITId,HITTypeId,Title,CreationTime,MaxAssignments,AssignmentDurationInSeconds,AssignmentId,WorkerId,AcceptTime,SubmitTime,WorkTimeInSeconds,Input.answerGroups,Input.answerQuestions,Input.imgUrl,Input.questionStr,Answer.answer_groups,Answer.answer_questions,Answer.is_skip,Answer.skipCheck,Answer.skip_reason,Turkle.Username,NumberOfSimilarHITs,Description,RequesterAnnotation,AutoApprovalDelayInSeconds,Last30DaysApprovalRate,AutoApprovalTime,LifetimeInSeconds,Reward,RequesterFeedback,Approve,ApprovalTime,Last7DaysApprovalRate,RejectionTime,AssignmentStatus,LifetimeApprovalRate,Input.question_id,Reject,Keywords,Expiration
476702,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22471,139,Wed Mar 02 19:15:30 UTC 2022,Wed Mar 02 19:15:40 UTC 2022,10,"[[{""id"": ""g0.0"", ""content"": ""fuschia""}, {""id"": ""g0.1"", ""content"": ""pink""}, {""id"": ""g0.2"", ""content"": ""purple""}], [{""id"": ""g1.0"", ""content"": ""red""}, {""id"": ""g1.1"", ""content"": ""pink blue white and black""}, {""id"": ""g1.2"", ""content"": ""pink, white , black, and blue""}, {""id"": ""g1.3"", ""content"": ""pink, blue, black and white""}, {""id"": ""g1.4"", ""content"": ""pink, black, blue, white""}]]","[""What color is her dress?"", ""What color is her dress?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000227713.jpg""","""What color is her dress?""","[[{""id"":""g0.0"",""content"":""fuschia""},{""id"":""g0.1"",""content"":""pink""},{""id"":""g0.2"",""content"":""purple""}],[{""id"":""g1.0"",""content"":""red""},{""id"":""g1.1"",""content"":""pink blue white and black""},{""id"":""g1.2"",""content"":""pink, white , black, and blue""},{""id"":""g1.3"",""content"":""pink, blue, black and white""},{""id"":""g1.4"",""content"":""pink, black, blue, white""}]]","[""What color is her dress?"",""What color is her dress?""]",true,value,"""All answer the same question""",rhuang29,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476703,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22202,52,Thu Feb 24 13:15:55 UTC 2022,Thu Feb 24 13:16:00 UTC 2022,5,"[[{""id"": ""g0.0"", ""content"": ""black""}], [{""id"": ""g1.0"", ""content"": ""blue""}, {""id"": ""g1.1"", ""content"": ""gray""}]]","[""What color are his boots?"", ""What color are his boots?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000230655.jpg""","""What color are his boots?""","[[{""id"":""g0.0"",""content"":""black""}],[{""id"":""g1.0"",""content"":""blue""},{""id"":""g1.1"",""content"":""gray""}]]","[""What color are his boots?"",""What color are his boots?""]",true,value,"""All answer the same question""",esteng,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476703,3VLQM5V8QIHZJ4F39ZPCTJCGMNO8GI,Evaluate answers to questions about images,Fri Apr 08 12:36:07 PDT 2022,10,3600,3BQU611VFQP2FS1GWVO162OCPHZ99U,A2L9763BW12NLA,Fri Apr 08 16:22:40 PDT 2022,Fri Apr 08 16:22:43 PDT 2022,3,"[[{""id"": ""g0.0"", ""content"": ""black""}], [{""id"": ""g1.0"", ""content"": ""blue""}, {""id"": ""g1.1"", ""content"": ""gray""}]]","[""What color are his boots?"", ""What color are his boots?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000230655.jpg""","""What color are his boots?""","[[{""id"":""g0.0"",""content"":""black""}],[{""id"":""g1.0"",""content"":""blue""},{""id"":""g1.1"",""content"":""gray""}]]","[""What color are his boots?"",""What color are his boots?""]",true,value,"""All answer the same question""",A2L9763BW12NLA,,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,BatchId:4710906;OriginalHitTemplateId:928390828;,259200,0% (0/0),Mon Apr 11 16:22:43 PDT 2022,,$0.10,,,,0% (0/0),,Submitted,100% (248/248),230655007,,"images, questions, language",Fri Apr 15 12:36:07 PDT 2022
476703,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22371,141,Sat Feb 26 20:42:45 UTC 2022,Sat Feb 26 20:42:50 UTC 2022,5,"[[{""id"": ""g0.0"", ""content"": ""black""}], [{""id"": ""g1.0"", ""content"": ""blue""}, {""id"": ""g1.1"", ""content"": ""gray""}]]","[""What color are his boots?"", ""What color are his boots?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000230655.jpg""","""What color are his boots?""","[[{""id"":""g0.0"",""content"":""black""}],[{""id"":""g1.0"",""content"":""blue""},{""id"":""g1.1"",""content"":""gray""}]]","[""What color are his boots?"",""What color are his boots?""]",true,value,"""All answer the same question""",ohussei3,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476703,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22472,139,Wed Mar 02 19:15:40 UTC 2022,Wed Mar 02 19:15:45 UTC 2022,5,"[[{""id"": ""g0.0"", ""content"": ""black""}], [{""id"": ""g1.0"", ""content"": ""blue""}, {""id"": ""g1.1"", ""content"": ""gray""}]]","[""What color are his boots?"", ""What color are his boots?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000230655.jpg""","""What color are his boots?""","[[{""id"":""g0.0"",""content"":""black""}],[{""id"":""g1.0"",""content"":""blue""},{""id"":""g1.1"",""content"":""gray""}]]","[""What color are his boots?"",""What color are his boots?""]",true,value,"""All answer the same question""",rhuang29,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476704,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22203,52,Thu Feb 24 13:16:00 UTC 2022,Thu Feb 24 13:16:15 UTC 2022,15,"[[{""id"": ""g0.0"", ""content"": ""in cake""}, {""id"": ""g0.1"", ""content"": ""slicing cake""}, {""id"": ""g0.2"", ""content"": ""above cake""}, {""id"": ""g0.3"", ""content"": ""on cake""}, {""id"": ""g0.4"", ""content"": ""cutting cake""}], [{""id"": ""g1.0"", ""content"": ""hand""}, {""id"": ""g1.1"", ""content"": ""in hand""}, {""id"": ""g1.2"", ""content"": ""right hand""}]]","[""Where is the knife?"", ""Where is the knife?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000235543.jpg""","""Where is the knife?""","[[{""id"":""g0.0"",""content"":""in cake""},{""id"":""g0.1"",""content"":""slicing cake""},{""id"":""g0.2"",""content"":""above cake""},{""id"":""g0.3"",""content"":""on cake""},{""id"":""g0.4"",""content"":""cutting cake""}],[{""id"":""g1.0"",""content"":""hand""},{""id"":""g1.1"",""content"":""in hand""},{""id"":""g1.2"",""content"":""right hand""}]]","[""Where is the knife blade?"",""Where is the knife handle?""]",false,,"""All answer the same question""",esteng,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476704,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22372,141,Sat Feb 26 20:42:50 UTC 2022,Sat Feb 26 20:43:29 UTC 2022,39,"[[{""id"": ""g0.0"", ""content"": ""in cake""}, {""id"": ""g0.1"", ""content"": ""slicing cake""}, {""id"": ""g0.2"", ""content"": ""above cake""}, {""id"": ""g0.3"", ""content"": ""on cake""}, {""id"": ""g0.4"", ""content"": ""cutting cake""}], [{""id"": ""g1.0"", ""content"": ""hand""}, {""id"": ""g1.1"", ""content"": ""in hand""}, {""id"": ""g1.2"", ""content"": ""right hand""}]]","[""Where is the knife?"", ""Where is the knife?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000235543.jpg""","""Where is the knife?""","[[{""id"":""g0.0"",""content"":""in cake""},{""id"":""g0.1"",""content"":""slicing cake""},{""id"":""g0.2"",""content"":""above cake""},{""id"":""g0.3"",""content"":""on cake""},{""id"":""g0.4"",""content"":""cutting cake""}],[{""id"":""g1.0"",""content"":""hand""},{""id"":""g1.1"",""content"":""in hand""},{""id"":""g1.2"",""content"":""right hand""}]]","[""Where is the knife being pushed through?"",""What is the knife being held by?""]",false,,"""All answer the same question""",ohussei3,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476704,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22473,139,Wed Mar 02 19:15:45 UTC 2022,Wed Mar 02 19:15:55 UTC 2022,10,"[[{""id"": ""g0.0"", ""content"": ""in cake""}, {""id"": ""g0.1"", ""content"": ""slicing cake""}, {""id"": ""g0.2"", ""content"": ""above cake""}, {""id"": ""g0.3"", ""content"": ""on cake""}, {""id"": ""g0.4"", ""content"": ""cutting cake""}], [{""id"": ""g1.0"", ""content"": ""hand""}, {""id"": ""g1.1"", ""content"": ""in hand""}, {""id"": ""g1.2"", ""content"": ""right hand""}]]","[""Where is the knife?"", ""Where is the knife?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000235543.jpg""","""Where is the knife?""","[[{""id"":""g0.0"",""content"":""in cake""},{""id"":""g0.1"",""content"":""slicing cake""},{""id"":""g0.2"",""content"":""above cake""},{""id"":""g0.3"",""content"":""on cake""},{""id"":""g0.4"",""content"":""cutting cake""}],[{""id"":""g1.0"",""content"":""hand""},{""id"":""g1.1"",""content"":""in hand""},{""id"":""g1.2"",""content"":""right hand""}]]","[""Where is the knife?"",""Where is the knife?""]",true,value,"""All answers to the same question (multiple answers)""",rhuang29,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476705,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22204,52,Thu Feb 24 13:16:15 UTC 2022,Thu Feb 24 13:16:21 UTC 2022,6,"[[{""id"": ""g0.0"", ""content"": ""controller""}, {""id"": ""g0.1"", ""content"": ""wii controller""}], [{""id"": ""g1.0"", ""content"": ""remote""}, {""id"": ""g1.1"", ""content"": ""remote control""}], [{""id"": ""g2.0"", ""content"": ""wiimote""}], [{""id"": ""g3.0"", ""content"": ""wii remote""}], [{""id"": ""g4.0"", ""content"": ""game controller""}, {""id"": ""g4.1"", ""content"": ""video game console""}]]","[""What is the woman holding in her right hand?"", ""What is the woman holding in her right hand?"", ""What is the woman holding in her right hand?"", ""What is the woman holding in her right hand?"", ""What is the woman holding in her right hand?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000254210.jpg""","""What is the woman holding in her right hand?""","[[{""id"":""g0.0"",""content"":""controller""},{""id"":""g0.1"",""content"":""wii controller""}],[{""id"":""g1.0"",""content"":""remote""},{""id"":""g1.1"",""content"":""remote control""}],[{""id"":""g2.0"",""content"":""wiimote""}],[{""id"":""g3.0"",""content"":""wii remote""}],[{""id"":""g4.0"",""content"":""game controller""},{""id"":""g4.1"",""content"":""video game console""}]]","[""What is the woman holding in her right hand?"",""What is the woman holding in her right hand?"",""What is the woman holding in her right hand?"",""What is the woman holding in her right hand?"",""What is the woman holding in her right hand?""]",true,value,"""All answer the same question""",esteng,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476705,3VLQM5V8QIHZJ4F39ZPCTJCGMNO8GI,Evaluate answers to questions about images,Fri Apr 08 12:36:07 PDT 2022,10,3600,3A0EX8ZRN9T04MOL2RUDWPCTMQMYBH,A2L9763BW12NLA,Fri Apr 08 16:21:17 PDT 2022,Fri Apr 08 16:21:22 PDT 2022,5,"[[{""id"": ""g0.0"", ""content"": ""controller""}, {""id"": ""g0.1"", ""content"": ""wii controller""}], [{""id"": ""g1.0"", ""content"": ""remote""}, {""id"": ""g1.1"", ""content"": ""remote control""}], [{""id"": ""g2.0"", ""content"": ""wiimote""}], [{""id"": ""g3.0"", ""content"": ""wii remote""}], [{""id"": ""g4.0"", ""content"": ""game controller""}, {""id"": ""g4.1"", ""content"": ""video game console""}]]","[""What is the woman holding in her right hand?"", ""What is the woman holding in her right hand?"", ""What is the woman holding in her right hand?"", ""What is the woman holding in her right hand?"", ""What is the woman holding in her right hand?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000254210.jpg""","""What is the woman holding in her right hand?""","[[{""id"":""g0.0"",""content"":""controller""},{""id"":""g0.1"",""content"":""wii controller""}],[{""id"":""g1.0"",""content"":""remote""},{""id"":""g1.1"",""content"":""remote control""}],[{""id"":""g2.0"",""content"":""wiimote""}],[{""id"":""g3.0"",""content"":""wii remote""}],[{""id"":""g4.0"",""content"":""game controller""},{""id"":""g4.1"",""content"":""video game console""}]]","[""What is the woman holding in her right hand?"",""What is the woman holding in her right hand?"",""What is the woman holding in her right hand?"",""What is the woman holding in her right hand?"",""What is the woman holding in her right hand?""]",true,value,"""All answer the same question""",A2L9763BW12NLA,,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,BatchId:4710906;OriginalHitTemplateId:928390828;,259200,0% (0/0),Mon Apr 11 16:21:22 PDT 2022,,$0.10,,,,0% (0/0),,Submitted,100% (248/248),254210022,,"images, questions, language",Fri Apr 15 12:36:07 PDT 2022
476705,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22375,141,Sat Feb 26 20:43:29 UTC 2022,Sat Feb 26 20:43:41 UTC 2022,12,"[[{""id"": ""g0.0"", ""content"": ""controller""}, {""id"": ""g0.1"", ""content"": ""wii controller""}], [{""id"": ""g1.0"", ""content"": ""remote""}, {""id"": ""g1.1"", ""content"": ""remote control""}], [{""id"": ""g2.0"", ""content"": ""wiimote""}], [{""id"": ""g3.0"", ""content"": ""wii remote""}], [{""id"": ""g4.0"", ""content"": ""game controller""}, {""id"": ""g4.1"", ""content"": ""video game console""}]]","[""What is the woman holding in her right hand?"", ""What is the woman holding in her right hand?"", ""What is the woman holding in her right hand?"", ""What is the woman holding in her right hand?"", ""What is the woman holding in her right hand?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000254210.jpg""","""What is the woman holding in her right hand?""","[[{""id"":""g0.0"",""content"":""controller""},{""id"":""g0.1"",""content"":""wii controller""}],[{""id"":""g1.0"",""content"":""remote""},{""id"":""g1.1"",""content"":""remote control""}],[{""id"":""g2.0"",""content"":""wiimote""}],[{""id"":""g3.0"",""content"":""wii remote""}],[{""id"":""g4.0"",""content"":""game controller""},{""id"":""g4.1"",""content"":""video game console""}]]","[""What is the woman holding in her right hand?"",""What is the woman holding in her right hand?"",""What is the woman holding in her right hand?"",""What is the woman holding in her right hand?"",""What is the woman holding in her right hand?""]",true,value,"""All answer the same question""",ohussei3,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476705,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22474,139,Wed Mar 02 19:15:55 UTC 2022,Wed Mar 02 19:16:20 UTC 2022,25,"[[{""id"": ""g0.0"", ""content"": ""controller""}, {""id"": ""g0.1"", ""content"": ""wii controller""}], [{""id"": ""g1.0"", ""content"": ""remote""}, {""id"": ""g1.1"", ""content"": ""remote control""}], [{""id"": ""g2.0"", ""content"": ""wiimote""}], [{""id"": ""g3.0"", ""content"": ""wii remote""}], [{""id"": ""g4.0"", ""content"": ""game controller""}, {""id"": ""g4.1"", ""content"": ""video game console""}]]","[""What is the woman holding in her right hand?"", ""What is the woman holding in her right hand?"", ""What is the woman holding in her right hand?"", ""What is the woman holding in her right hand?"", ""What is the woman holding in her right hand?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000254210.jpg""","""What is the woman holding in her right hand?""","[[{""id"":""g4.1"",""content"":""video game console""},{""id"":""g4.0"",""content"":""game controller""},{""id"":""g3.0"",""content"":""wii remote""},{""id"":""g2.0"",""content"":""wiimote""},{""id"":""g0.0"",""content"":""controller""},{""id"":""g0.1"",""content"":""wii controller""}],[{""id"":""g1.0"",""content"":""remote""},{""id"":""g1.1"",""content"":""remote control""}]]","[""What is the woman holding in her right hand?"",""What is the woman holding in her right hand?""]",true,value,"""All answer the same question""",rhuang29,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476706,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22205,52,Thu Feb 24 13:16:21 UTC 2022,Thu Feb 24 13:16:27 UTC 2022,6,"[[{""id"": ""g0.0"", ""content"": ""duck""}], [{""id"": ""g1.0"", ""content"": ""heron""}, {""id"": ""g1.1"", ""content"": ""egret""}], [{""id"": ""g2.0"", ""content"": ""crane""}], [{""id"": ""g3.0"", ""content"": ""flamingo""}, {""id"": ""g3.1"", ""content"": ""great blue heron""}], [{""id"": ""g4.0"", ""content"": ""stork""}]]","[""What kind of bird is this?"", ""What kind of bird is this?"", ""What kind of bird is this?"", ""What kind of bird is this?"", ""What kind of bird is this?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000254645.jpg""","""What kind of bird is this?""","[[{""id"":""g0.0"",""content"":""duck""}],[{""id"":""g1.0"",""content"":""heron""},{""id"":""g1.1"",""content"":""egret""}],[{""id"":""g2.0"",""content"":""crane""}],[{""id"":""g3.0"",""content"":""flamingo""},{""id"":""g3.1"",""content"":""great blue heron""}],[{""id"":""g4.0"",""content"":""stork""}]]","[""What kind of bird is this?"",""What kind of bird is this?"",""What kind of bird is this?"",""What kind of bird is this?"",""What kind of bird is this?""]",true,value,"""All answer the same question""",esteng,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476706,3VLQM5V8QIHZJ4F39ZPCTJCGMNO8GI,Evaluate answers to questions about images,Fri Apr 08 12:36:08 PDT 2022,10,3600,3RGU30DZTBD6SOXJ7GJJ0I8ZLLLJM1,A2L9763BW12NLA,Fri Apr 08 16:33:16 PDT 2022,Fri Apr 08 16:34:40 PDT 2022,84,"[[{""id"": ""g0.0"", ""content"": ""no bird""}, {""id"": ""g0.1"", ""content"": ""not bird""}], [{""id"": ""g1.0"", ""content"": ""snake""}], [{""id"": ""g2.0"", ""content"": ""fake""}], [{""id"": ""g3.0"", ""content"": ""swann""}], [{""id"": ""g4.0"", ""content"": ""swan""}], [{""id"": ""g5.0"", ""content"": ""towel""}]]","[""What kind of bird is this?"", ""What kind of bird is this?"", ""What kind of bird is this?"", ""What kind of bird is this?"", ""What kind of bird is this?"", ""What kind of bird is this?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000177837.jpg""","""What kind of bird is this?""","[[{""id"":""g2.0"",""content"":""fake""},{""id"":""g0.0"",""content"":""no bird""},{""id"":""g0.1"",""content"":""not bird""}],[{""id"":""g3.0"",""content"":""swann""},{""id"":""g1.0"",""content"":""snake""},{""id"":""g4.0"",""content"":""swan""}],[{""id"":""g5.0"",""content"":""towel""}]]","[""Is the bird real?"",""What kind of bird is this supposed to be?"",""What is the bird made of?""]",false,,"""All answer the same question""",A2L9763BW12NLA,,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,BatchId:4710906;OriginalHitTemplateId:928390828;,259200,0% (0/0),Mon Apr 11 16:34:40 PDT 2022,,$0.10,,,,0% (0/0),,Submitted,100% (248/248),177837002,,"images, questions, language",Fri Apr 15 12:36:08 PDT 2022
